"code","name","en","cityCode","provinceCode"
"220322","梨树县","lishu county","2203","22"
"220323","伊通满族自治县","Yitong Manchu Autonomous County","2203","22"
"220381","公主岭市","Gongzhuling City","2203","22"
"220382","双辽市","Shuangliao City","2203","22"
"220402","龙山区","Yongsan-gu","2204","22"
"220403","西安区","Xi'an District","2204","22"
"220421","东丰县","Dongfeng County","2204","22"
"220422","东辽县","Dong Liao County","2204","22"
"220502","东昌区","Dongchang District","2205","22"
"220503","二道江区","The second Dao Jiang District","2205","22"
"220521","通化县","Tonghua County","2205","22"
"220523","辉南县","Faun County","2205","22"
"220524","柳河县","Liuhe County","2205","22"
"220581","梅河口市","Meihekou","2205","22"
"220582","集安市","Ji'an City","2205","22"
"220602","浑江区","Hun River area","2206","22"
"220605","江源区","Jiangyuan District","2206","22"
"220621","抚松县","Fusong County","2206","22"
"220622","靖宇县","Jingyu County","2206","22"
"220623","长白朝鲜族自治县","Changbai Korean Autonomous County","2206","22"
"220681","临江市","Linjiang","2206","22"
"220702","宁江区","Ning Jiang District","2207","22"
"220721","前郭尔罗斯蒙古族自治县","The former Mongolian Autonomous County","2207","22"
"220722","长岭县","Changling County","2207","22"
"220723","乾安县","Qian An county","2207","22"
"220771","吉林松原经济开发区","Jilin Songyuan Economic Development Zone","2207","22"
"220781","扶余市","Fuyu City","2207","22"
"220802","洮北区","Taobei","2208","22"
"220821","镇赉县","Zhenlai County","2208","22"
"220822","通榆县","Tongyu County","2208","22"
"220871","吉林白城经济开发区","Jilin Baicheng Economic Development Zone","2208","22"
"220881","洮南市","Taonan","2208","22"
"220882","大安市","Daan City","2208","22"
"222401","延吉市","Yanji City","2224","22"
"222402","图们市","Tumen City","2224","22"
"222403","敦化市","dunhua","2224","22"
"222404","珲春市","HunChun","2224","22"
"222405","龙井市","Longjing","2224","22"
"222406","和龙市","Helong","2224","22"
"222424","汪清县","Wangqing County","2224","22"
"222426","安图县","Antu County","2224","22"
"230102","道里区","Dai Li District","2301","23"
"230103","南岗区","Nangang District","2301","23"
"230104","道外区","daowai district","2301","23"
"230108","平房区","Bungalow","2301","23"
"230109","松北区","Songbei District","2301","23"
"230110","香坊区","xiangfang district","2301","23"
"230111","呼兰区","Hulan District","2301","23"
"230112","阿城区","Acheng District","2301","23"
"230113","双城区","Shuangcheng District","2301","23"
"230123","依兰县","Yilan County","2301","23"
"230124","方正县","Fangzheng County","2301","23"
"230125","宾县","Bin County","2301","23"
"230126","巴彦县","Bayan County","2301","23"
"230127","木兰县","Mulan County","2301","23"
"230128","通河县","Tonghe County","2301","23"
"230129","延寿县","Yanshou County","2301","23"
"230183","尚志市","Shangzhi","2301","23"
"230184","五常市","Wuchang City","2301","23"
"230202","龙沙区","Longsha District","2302","23"
"230203","建华区","Jianhua District","2302","23"
"230204","铁锋区","Tiefeng","2302","23"
"230205","昂昂溪区","Ang'angxi District","2302","23"
"230206","富拉尔基区","Fularji District","2302","23"
"230207","碾子山区","Nianzishan","2302","23"
"230208","梅里斯达斡尔族区","Meilisi Daur District","2302","23"
"230221","龙江县","Longjiang County","2302","23"
"230223","依安县","Yi An county","2302","23"
"230224","泰来县","Tailai County","2302","23"
"230225","甘南县","Gannan County","2302","23"
"230227","富裕县","Rich county","2302","23"
"230229","克山县","Keshan County","2302","23"
"230230","克东县","Ke Dong county","2302","23"
"230231","拜泉县","Baiquan County","2302","23"
"230281","讷河市","Nehe City","2302","23"
"230302","鸡冠区","Jiguan District","2303","23"
"230303","恒山区","hengshan district","2303","23"
"230304","滴道区","Didao","2303","23"
"230305","梨树区","Lishu","2303","23"
"230306","城子河区","Chengzihe","2303","23"
"230307","麻山区","Mashan District","2303","23"
"230321","鸡东县","Jidong County","2303","23"
"230381","虎林市","Hulin City","2303","23"
"230382","密山市","Mishan","2303","23"
"230402","向阳区","xiangyang district","2304","23"
"230403","工农区","Industrial and agricultural areas","2304","23"
"230404","南山区","Nanshan District","2304","23"
"230405","兴安区","Xing'an District","2304","23"
"230406","东山区","dongshan district","2304","23"
"230407","兴山区","Xingshan mountain","2304","23"
"230421","萝北县","Luobei County","2304","23"
"230422","绥滨县","Suibin County","2304","23"
"230502","尖山区","Mountain Area","2305","23"
"230503","岭东区","Lingdong District","2305","23"
"230505","四方台区","Sifangtai District","2305","23"
"230506","宝山区","Baoshan District","2305","23"
"230521","集贤县","Jixian County","2305","23"
"230522","友谊县","Friendship County","2305","23"
"230523","宝清县","Baoqing County","2305","23"
"230524","饶河县","Rao River County","2305","23"
"230602","萨尔图区","Sartu District","2306","23"
"230603","龙凤区","Longfeng District","2306","23"
"230604","让胡路区","Ranghulu District","2306","23"
"230605","红岗区","Honggang District","2306","23"
"230606","大同区","Datong District","2306","23"
"230621","肇州县","Zhaozhou County","2306","23"
"230622","肇源县","Zhaoyuan County","2306","23"
"230623","林甸县","Lindian County","2306","23"
"230624","杜尔伯特蒙古族自治县","Du Er Bo Mongolian Autonomous County","2306","23"
"230671","大庆高新技术产业开发区","Daqing high tech Industrial Development Zone","2306","23"
"230702","伊春区","Yichun District","2307","23"
"230703","南岔区","Nancha District","2307","23"
"230704","友好区","Friendly zone","2307","23"
"230705","西林区","Xilin District","2307","23"
"230706","翠峦区","Cuiluan District","2307","23"
"230707","新青区","Xinqing","2307","23"
"230708","美溪区","Meixi","2307","23"
"230709","金山屯区","Jinshantun District","2307","23"
"230710","五营区","Wuying District","2307","23"
"230711","乌马河区","Wumahe District","2307","23"
"230712","汤旺河区","Tangwanghe District","2307","23"
"230713","带岭区","Dailing District","2307","23"
"230714","乌伊岭区","Wuyiling District","2307","23"
"230715","红星区","Hongxing District","2307","23"
"230716","上甘岭区","Shangganling District","2307","23"
"230722","嘉荫县","Jiayin County","2307","23"
"230781","铁力市","Tieli","2307","23"
"230803","向阳区","xiangyang district","2308","23"
"230804","前进区","staging area","2308","23"
"230805","东风区","Dongfeng District","2308","23"
"230811","郊区","Suburb","2308","23"
"230822","桦南县","Huanan County","2308","23"
"230826","桦川县","Huachuan County","2308","23"
"230828","汤原县","Tangyuan County","2308","23"
"230881","同江市","Tongjiang City","2308","23"
"230882","富锦市","Fujin City","2308","23"
"230883","抚远市","Fuyuan City","2308","23"
"230902","新兴区","Emerging areas","2309","23"
"230903","桃山区","Taoshan District","2309","23"
"230904","茄子河区","Qiezihe District","2309","23"
"230921","勃利县","Boli County","2309","23"
"231002","东安区","Dong'an District","2310","23"
"231003","阳明区","Yangming District","2310","23"
"231004","爱民区","Aimin District","2310","23"
"231005","西安区","Xi'an District","2310","23"
"231025","林口县","Linkou County","2310","23"
"231071","牡丹江经济技术开发区","Mudanjiang economic and Technological Development Zone","2310","23"
"231081","绥芬河市","Suifenhe City","2310","23"
"231083","海林市","hailin city","2310","23"
"231084","宁安市","Ning'an City","2310","23"
"231085","穆棱市","Muling","2310","23"
"231086","东宁市","Dongning City","2310","23"
"231102","爱辉区","Aihui District","2311","23"
"231121","嫩江县","Nenjiang County","2311","23"
"231123","逊克县","Sun Ke County","2311","23"
"231124","孙吴县","Sun Wu County","2311","23"
"231181","北安市","Beian","2311","23"
"231182","五大连池市","Wudalianchi","2311","23"
"231202","北林区","Beilin District","2312","23"
"231221","望奎县","Wangkui County","2312","23"
"231222","兰西县","Lanxi County","2312","23"
"231223","青冈县","Qinggang County","2312","23"
"231224","庆安县","Qing'an County","2312","23"
"231225","明水县","Ming Shui county","2312","23"
"231226","绥棱县","Ling County","2312","23"
"231281","安达市","Andal","2312","23"
"231282","肇东市","Zhaodong City","2312","23"
"231283","海伦市","Hailun","2312","23"
"232701","加格达奇区","Jiagedaqi","2327","23"
"232702","松岭区","Songling District","2327","23"
"232703","新林区","Xinlin District","2327","23"
"232704","呼中区","Huzhong District","2327","23"
"232721","呼玛县","Hun County","2327","23"
"232722","塔河县","Tahe","2327","23"
"232723","漠河县","Mohe County","2327","23"
"310101","黄浦区","Huangpu District","3101","31"
"310104","徐汇区","Xuhui District","3101","31"
"310105","长宁区","Changning District","3101","31"
"310106","静安区","Jingan District","3101","31"
"310107","普陀区","Putuo District","3101","31"
"310109","虹口区","Hongkou District","3101","31"
"310110","杨浦区","yangpu district","3101","31"
"310112","闵行区","Minhang District","3101","31"
"310113","宝山区","Baoshan District","3101","31"
"310114","嘉定区","Jiading District","3101","31"
"310115","浦东新区","Pudong New Area","3101","31"
"310116","金山区","Jinshan District","3101","31"
"310117","松江区","Songjiang District","3101","31"
"310118","青浦区","Qingpu District","3101","31"
"310120","奉贤区","Fengxian District","3101","31"
"310151","崇明区","Chongming District","3101","31"
"320102","玄武区","xuanwu district","3201","32"
"320104","秦淮区","Qinhuai District","3201","32"
"320105","建邺区","jianye district","3201","32"
"320106","鼓楼区","gulou district","3201","32"
"320111","浦口区","Pukou District","3201","32"
"320113","栖霞区","Qixia district","3201","32"
"320114","雨花台区","yuhuatai district","3201","32"
"320115","江宁区","jiangning district","3201","32"
"320116","六合区","Luhe","3201","32"
"320117","溧水区","Lishui District","3201","32"
"320118","高淳区","Gaochun District","3201","32"
"320205","锡山区","xishan district","3202","32"
"320206","惠山区","huishan district","3202","32"
"320211","滨湖区","Binhu District","3202","32"
"320213","梁溪区","Liang Xi District","3202","32"
"320214","新吴区","New Wu area","3202","32"
"320281","江阴市","Jiangyin City","3202","32"
"320282","宜兴市","Yixing City","3202","32"
"320302","鼓楼区","gulou district","3203","32"
"320303","云龙区","Yunlong District","3203","32"
"320305","贾汪区","Jiawang District","3203","32"
"320311","泉山区","quanshan district","3203","32"
"320312","铜山区","Tongshan District","3203","32"
"320321","丰县","Fengxian County","3203","32"
"320322","沛县","Peixian","3203","32"
"320324","睢宁县","Suining County","3203","32"
"320371","徐州经济技术开发区","Xuzhou economic and Technological Development Zone","3203","32"
"320381","新沂市","Xinyi City","3203","32"
"320382","邳州市","Pizhou","3203","32"
"320402","天宁区","Tianning District","3204","32"
"320404","钟楼区","Zhonglou District","3204","32"
"320411","新北区","Xinbei District","3204","32"
"320412","武进区","wujin district","3204","32"
"320413","金坛区","Jintan District","3204","32"
"320481","溧阳市","Liyang City","3204","32"
"320505","虎丘区","Huqiu District","3205","32"
"320506","吴中区","wuzhong district","3205","32"
"320507","相城区","Xiangcheng District","3205","32"
"320508","姑苏区","Gusu District","3205","32"
"320509","吴江区","Wujiang District","3205","32"
"320571","苏州工业园区","Suzhou Industrial Park","3205","32"
"320581","常熟市","Changshou City","3205","32"
"320582","张家港市","Zhangjiagang City","3205","32"
"320583","昆山市","City of Kunshan","3205","32"
"320585","太仓市","Taicang City","3205","32"
"320602","崇川区","Chongchuan District","3206","32"
"320611","港闸区","gangzha district","3206","32"
"320612","通州区","Tongzhou District","3206","32"
"320621","海安县","Haian County","3206","32"
"320623","如东县","Rudong County","3206","32"
"320671","南通经济技术开发区","Nantong economic and Technological Development Zone","3206","32"
"320681","启东市","qidong","3206","32"
"320682","如皋市","Rugao","3206","32"
"320684","海门市","Haimen City","3206","32"
"320703","连云区","Lianyun District","3207","32"
"320706","海州区","haizhou district","3207","32"
"320707","赣榆区","Ganyu District","3207","32"
"320722","东海县","Donghai County","3207","32"
"320723","灌云县","Guanyun County","3207","32"
"320724","灌南县","Ganyan County","3207","32"
"320771","连云港经济技术开发区","Lianyungang economic and Technological Development Zone","3207","32"
"320772","连云港高新技术产业开发区","Lianyungang high tech Industrial Development Zone","3207","32"
"320803","淮安区","Huaian District","3208","32"
"320804","淮阴区","huaiyin district","3208","32"
"320812","清江浦区","The Qing Jiangpu District","3208","32"
"320813","洪泽区","Hongze District","3208","32"
"320826","涟水县","Lianshui County","3208","32"
"320830","盱眙县","Xuyi County","3208","32"
"320831","金湖县","Jinhu County","3208","32"
"320871","淮安经济技术开发区","Huaian economic and Technological Development Zone","3208","32"
"320902","亭湖区","Tinghu District","3209","32"
"320903","盐都区","yandu district","3209","32"
"320904","大丰区","Dafeng District","3209","32"
"320921","响水县","Xiang Shui county","3209","32"
"320922","滨海县","Binhai County","3209","32"
"320923","阜宁县","Funing County","3209","32"
"320924","射阳县","Sheyang County","3209","32"
"320925","建湖县","Jianhu County","3209","32"
"320971","盐城经济技术开发区","Yancheng economic and Technological Development Zone","3209","32"
"320981","东台市","Dongtai City","3209","32"
"321002","广陵区","Guangling District","3210","32"
"321003","邗江区","Hanjiang District","3210","32"
"321012","江都区","Jiangdu District","3210","32"
"321023","宝应县","Baoying County","3210","32"
"321071","扬州经济技术开发区","Yangzhou economic and Technological Development Zone","3210","32"
"321081","仪征市","Yizheng City","3210","32"
"321084","高邮市","Gaoyou City","3210","32"
"321102","京口区","Jingkou District","3211","32"
"321111","润州区","Runzhou District","3211","32"
"321112","丹徒区","dantu district","3211","32"
"321171","镇江新区","Zhenjiang New Area","3211","32"
"321181","丹阳市","Danyang City","3211","32"
"321182","扬中市","yangzhong","3211","32"
"321183","句容市","jurong","3211","32"
"321202","海陵区","Hailing District","3212","32"
"321203","高港区","Gaogang District","3212","32"
"321204","姜堰区","Jiangyan District","3212","32"
"321271","泰州医药高新技术产业开发区","Taizhou medical and Hi-tech Industrial Development Zone","3212","32"
"321281","兴化市","xinghua","3212","32"
"321282","靖江市","Jingjiang City","3212","32"
"321283","泰兴市","taixing","3212","32"
"321302","宿城区","Sucheng District","3213","32"
"321311","宿豫区","Suyu District","3213","32"
"321322","沭阳县","Shuyang County","3213","32"
"321323","泗阳县","Siyang County","3213","32"
"321324","泗洪县","Sihong County","3213","32"
"321371","宿迁经济技术开发区","Suqian economic and Technological Development Zone","3213","32"
"330102","上城区","Bairro Alto","3301","33"
"330103","下城区","Lower urban area","3301","33"
"330104","江干区","Jianggan District","3301","33"
"330105","拱墅区","gongshu district","3301","33"
"330106","西湖区","xihu district","3301","33"
"330108","滨江区","Binjiang","3301","33"
"330109","萧山区","Xiaoshan District","3301","33"
"330110","余杭区","Yuhang District","3301","33"
"330111","富阳区","Fuyang District","3301","33"
"330112","临安区","Ling'an District","3301","33"
"330122","桐庐县","Tonglu County","3301","33"
"330127","淳安县","Chunan County","3301","33"
"330182","建德市","Jiande","3301","33"
"330203","海曙区","Haishu district","3302","33"
"330205","江北区","jiangbei district","3302","33"
"330206","北仑区","Beilun District","3302","33"
"330211","镇海区","zhenhai district","3302","33"
"330212","鄞州区","Yinzhou District","3302","33"
"330213","奉化区","Fenghua District","3302","33"
"330225","象山县","Xiangshan County","3302","33"
"330226","宁海县","Ninghai County","3302","33"
"330281","余姚市","yuyao city","3302","33"
"330282","慈溪市","cixi city","3302","33"
"330302","鹿城区","Lucheng District","3303","33"
"330303","龙湾区","Longwan District","3303","33"
"330304","瓯海区","ouhai district","3303","33"
"330305","洞头区","Dongtou District","3303","33"
"330324","永嘉县","Yongjia County","3303","33"
"330326","平阳县","Pingyang County","3303","33"
"330327","苍南县","Cangnan County","3303","33"
"330328","文成县","Wencheng County","3303","33"
"330329","泰顺县","Taishun County","3303","33"
"330371","温州经济技术开发区","Wenzhou economic and Technological Development Zone","3303","33"
"330381","瑞安市","Ruian City","3303","33"
"330382","乐清市","Yueqing","3303","33"
"330402","南湖区","Nanhu District","3304","33"
"330411","秀洲区","Xiuzhou District","3304","33"
"330421","嘉善县","Jiashan County","3304","33"
"330424","海盐县","Haiyan County","3304","33"
"330481","海宁市","haining city","3304","33"
"330482","平湖市","Pinghu","3304","33"
"330483","桐乡市","tongxiang","3304","33"
"330502","吴兴区","Wuxing District","3305","33"
"330503","南浔区","Nanxun district","3305","33"
"330521","德清县","Deqing County","3305","33"
"330522","长兴县","Changxing County","3305","33"
"330523","安吉县","Anji County","3305","33"
"330602","越城区","Yuecheng City","3306","33"
"330603","柯桥区","Keqiao District","3306","33"
"330604","上虞区","Shangyu District","3306","33"
"330624","新昌县","Xinchang County","3306","33"
"330681","诸暨市","Zhuji City","3306","33"
"330683","嵊州市","Shengzhou City","3306","33"
"330702","婺城区","Wucheng District","3307","33"
"330703","金东区","Jindong District","3307","33"
"330723","武义县","Wuyi County","3307","33"
"330726","浦江县","Pujiang County","3307","33"
"330727","磐安县","Pan'an county","3307","33"
"330781","兰溪市","Lanxi City","3307","33"
"330782","义乌市","yiwu","3307","33"
"330783","东阳市","Dongyang City","3307","33"
"330784","永康市","Yongkang City","3307","33"
"330802","柯城区","Kecheng District","3308","33"
"330803","衢江区","Qujiang District","3308","33"
"330822","常山县","Changshan County","3308","33"
"330824","开化县","Kaihua County","3308","33"
"330825","龙游县","Longyou County","3308","33"
"330881","江山市","jiangshan city","3308","33"
"330902","定海区","Dinghai District","3309","33"
"330903","普陀区","Putuo District","3309","33"
"330921","岱山县","Daishan County","3309","33"
"330922","嵊泗县","Shengsi County","3309","33"
"331002","椒江区","jiaojiang district","3310","33"
"331003","黄岩区","Huangyan District","3310","33"
"331004","路桥区","Luqiao District","3310","33"
"331022","三门县","Three gate County","3310","33"
"331023","天台县","Tiantai County","3310","33"
"331024","仙居县","Xianju County","3310","33"
"331081","温岭市","Wenling City","3310","33"
"331082","临海市","Linghai City","3310","33"
"331083","玉环市","Yuhuan City","3310","33"
"331102","莲都区","Liandu District","3311","33"
"331121","青田县","Qingtian County","3311","33"
"331122","缙云县","Jinyun County","3311","33"
"331123","遂昌县","Suichang County","3311","33"
"331124","松阳县","songyang county","3311","33"
"331125","云和县","Yunhe County","3311","33"
"331126","庆元县","Qingyuan County","3311","33"
"331127","景宁畲族自治县","Jingning She Autonomous County","3311","33"
"331181","龙泉市","Longquan","3311","33"
"340102","瑶海区","Yaohai District","3401","34"
"340103","庐阳区","luyang district","3401","34"
"340104","蜀山区","Shushan District","3401","34"
"340111","包河区","The Baohe District","3401","34"
"340121","长丰县","Changfeng County","3401","34"
"340122","肥东县","Feidong County","3401","34"
"340123","肥西县","Feixi County","3401","34"
"340124","庐江县","Lujiang County","3401","34"
"340171","合肥高新技术产业开发区","Hefei high tech Industrial Development Zone","3401","34"
"340172","合肥经济技术开发区","Hefei economic and Technological Development Zone","3401","34"
"340173","合肥新站高新技术产业开发区","Hefei new station hi tech Industrial Development Zone","3401","34"
"340181","巢湖市","Chaohu City","3401","34"
"340202","镜湖区","Jinghu District","3402","34"
"340203","弋江区","Yijiang District","3402","34"
"340207","鸠江区","Jiujiang District","3402","34"
"340208","三山区","sanshan district","3402","34"
"340221","芜湖县","Wuhu County","3402","34"
"340222","繁昌县","Fanchang County","3402","34"
"340223","南陵县","Nanling County","3402","34"
"340225","无为县","Wuwei County","3402","34"
"340271","芜湖经济技术开发区","Wuhu economic and Technological Development Zone","3402","34"
"340272","安徽芜湖长江大桥经济开发区","Yangtze River Bridge Economic Development Zone, Wuhu, Anhui","3402","34"
"340302","龙子湖区","longzihu district","3403","34"
"340303","蚌山区","Bengshan District","3403","34"
"340304","禹会区","Yuhui District","3403","34"
"340311","淮上区","Huaishang District","3403","34"
"340321","怀远县","Huaiyuan County","3403","34"
"340322","五河县","Wuhe County","3403","34"
"340323","固镇县","Guzhen County","3403","34"
"340371","蚌埠市高新技术开发区","Bengbu hi tech Development Zone","3403","34"
"340372","蚌埠市经济开发区","Bengbu Economic Development Zone","3403","34"
"340402","大通区","Datong District","3404","34"
"340403","田家庵区","Tian Jia an area","3404","34"
"340404","谢家集区","Xiejiaji District","3404","34"
"340405","八公山区","Bagongshan","3404","34"
"340406","潘集区","Panji District","3404","34"
"340421","凤台县","Fengtai County","3404","34"
"340422","寿县","Shouxian County","3404","34"
"340503","花山区","Huashan District","3405","34"
"340504","雨山区","Yushan District","3405","34"
"340506","博望区","Bowing area","3405","34"
"340521","当涂县","Dang Tu County","3405","34"
"340522","含山县","Hanshan County","3405","34"
"340523","和县","Harmony County","3405","34"
"340602","杜集区","Duji District","3406","34"
"340603","相山区","Xiangshan District","3406","34"
"340604","烈山区","Lieshan District","3406","34"
"340621","濉溪县","Suixi County","3406","34"
"340705","铜官区","Tongguan District","3407","34"
"340706","义安区","Yi An District","3407","34"
"340711","郊区","Suburb","3407","34"
"340722","枞阳县","Zongyang County","3407","34"
"340802","迎江区","yingjiang district","3408","34"
"340803","大观区","Daguan District","3408","34"
"340811","宜秀区","Yixiu District","3408","34"
"340822","怀宁县","Huaining County","3408","34"
"340824","潜山县","Qianshan County","3408","34"
"340825","太湖县","Taihu County","3408","34"
"340826","宿松县","Susong County","3408","34"
"340827","望江县","Wangjiang County","3408","34"
"340828","岳西县","Yuexi County","3408","34"
"340871","安徽安庆经济开发区","Anhui Anqing Economic Development Zone","3408","34"
"340881","桐城市","Tongcheng","3408","34"
"341002","屯溪区","Tunxi District","3410","34"
"341003","黄山区","huangshan district","3410","34"
"341004","徽州区","Huizhou District","3410","34"
"341021","歙县","Shexian","3410","34"
"341022","休宁县","Xiuning County","3410","34"
"341023","黟县","Yixian County","3410","34"
"341024","祁门县","Qimen County","3410","34"
"341102","琅琊区","Langya District","3411","34"
"341103","南谯区","Nanqiao District","3411","34"
"341122","来安县","Lai An county","3411","34"
"341124","全椒县","Quanjiao County","3411","34"
"341125","定远县","Dingyuan County","3411","34"
"341126","凤阳县","Fengyang County","3411","34"
"341171","苏滁现代产业园","Suchu modern industrial park","3411","34"
"341172","滁州经济技术开发区","Chuzhou economic and Technological Development Zone","3411","34"
"341181","天长市","tianchang","3411","34"
"341182","明光市","Mingguang City","3411","34"
"341202","颍州区","Yingzhou","3412","34"
"341203","颍东区","Yingdong","3412","34"
"341204","颍泉区","Yingquan District","3412","34"
"341221","临泉县","Linquan County","3412","34"
"341222","太和县","Taihe County","3412","34"
"341225","阜南县","Funan County","3412","34"
"341226","颍上县","Yingshang County","3412","34"
"341271","阜阳合肥现代产业园区","Fuyang Hefei modern industrial park","3412","34"
"341272","阜阳经济技术开发区","Fuyang economic and Technological Development Zone","3412","34"
"341282","界首市","Jieshou","3412","34"
"341302","埇桥区","Yongqiao District","3413","34"
"341321","砀山县","Dangshan County","3413","34"
"341322","萧县","Xiaoxian","3413","34"
"341323","灵璧县","lingbi county","3413","34"
"341324","泗县","Sixian","3413","34"
"341371","宿州马鞍山现代产业园区","Suzhou Ma'anshan modern industrial park","3413","34"
"341372","宿州经济技术开发区","Suzhou economic and Technological Development Zone","3413","34"
"341502","金安区","Jinan District","3415","34"
"341503","裕安区","yu'an district","3415","34"
"341504","叶集区","Leaf area","3415","34"
"341522","霍邱县","Huoqiu","3415","34"
"341523","舒城县","Shucheng County","3415","34"
"341524","金寨县","Jinzhai County","3415","34"
"341525","霍山县","Mount Holyoke County","3415","34"
"341602","谯城区","Qiaocheng District","3416","34"
"341621","涡阳县","Guyang County","3416","34"
"341622","蒙城县","Mengcheng County","3416","34"
"341623","利辛县","Lixin County","3416","34"
"341702","贵池区","Guichi District","3417","34"
"341721","东至县","Dongzhi County","3417","34"
"341722","石台县","Shitai County","3417","34"
"341723","青阳县","Qingyang County","3417","34"
"341802","宣州区","xuanzhou district","3418","34"
"341821","郎溪县","Langxi County","3418","34"
"341822","广德县","Guangde County","3418","34"
"341823","泾县","Jingxian County","3418","34"
"341824","绩溪县","Jixi County","3418","34"
"341825","旌德县","Jingde County","3418","34"
"341871","宣城市经济开发区","Xuancheng Economic Development Zone","3418","34"
"341881","宁国市","Ningguo City","3418","34"
"350102","鼓楼区","gulou district","3501","35"
"350103","台江区","taijiang district","3501","35"
"350104","仓山区","Cangshan District","3501","35"
"350105","马尾区","mawei district","3501","35"
"350111","晋安区","Jinan District","3501","35"
"350121","闽侯县","Minhou County","3501","35"
"350122","连江县","Lianjiang County","3501","35"
"350123","罗源县","Luoyuan County","3501","35"
"350124","闽清县","Minqing County","3501","35"
"350125","永泰县","Yongtai County","3501","35"
"350128","平潭县","Pingtan County","3501","35"
"350181","福清市","Fuqing City","3501","35"
"350182","长乐市","Changle City","3501","35"
"350203","思明区","Siming District","3502","35"
"350205","海沧区","haicang district","3502","35"
"350206","湖里区","Huli District","3502","35"
"350211","集美区","Jimei District","3502","35"
"350212","同安区","Tongan area","3502","35"
"350213","翔安区","Xiangan District","3502","35"
"350302","城厢区","Chengxiang District","3503","35"
"350303","涵江区","Hanjiang District","3503","35"
"350304","荔城区","licheng district","3503","35"
"350305","秀屿区","Xiuyu District","3503","35"
"350322","仙游县","Xianyou County","3503","35"
"350402","梅列区","Meilie District","3504","35"
"350403","三元区","Three Yuan area","3504","35"
"350421","明溪县","Mingxi County","3504","35"
"350423","清流县","Qing Liu County","3504","35"
"350424","宁化县","Ninghua County","3504","35"
"350425","大田县","Datian County","3504","35"
"350426","尤溪县","Youxi County","3504","35"
"350427","沙县","Shaxian County","3504","35"
"350428","将乐县","Kwan Le County","3504","35"
"350429","泰宁县","Taining County","3504","35"
"350430","建宁县","Jianning County","3504","35"
"350481","永安市","Yongan City","3504","35"
"350502","鲤城区","Licheng District","3505","35"
"350503","丰泽区","fengze district","3505","35"
"350504","洛江区","Luojiang District","3505","35"
"350505","泉港区","QuanGang district","3505","35"
"350521","惠安县","Huian County","3505","35"
"350524","安溪县","Anxi County","3505","35"
"350525","永春县","Yongchun County","3505","35"
"350526","德化县","Dehua County","3505","35"
"350527","金门县","Jinmen County","3505","35"
"350581","石狮市","Shishi City","3505","35"
"350582","晋江市","Jinjiang","3505","35"
"350583","南安市","Nanan City","3505","35"
"350602","芗城区","Xiangcheng District","3506","35"
"350603","龙文区","Longwen District","3506","35"
"350622","云霄县","Yunxiao County","3506","35"
"350623","漳浦县","Zhangpu County","3506","35"
"350624","诏安县","Zhaoan County","3506","35"
"350625","长泰县","Changtai County","3506","35"
"350626","东山县","Dongshan County","3506","35"
"350627","南靖县","Nanjing County","3506","35"
"350628","平和县","Pinghe County","3506","35"
"350629","华安县","Huaan County","3506","35"
"350681","龙海市","Longhai","3506","35"
"350702","延平区","yanping district","3507","35"
"350703","建阳区","Jianyang District","3507","35"
"350721","顺昌县","Shunchang County","3507","35"
"350722","浦城县","Pucheng County","3507","35"
"350723","光泽县","Luster County","3507","35"
"350724","松溪县","Songxi County","3507","35"
"350725","政和县","Zhenghe County","3507","35"
"350781","邵武市","shaowu city","3507","35"
"350782","武夷山市","Wuyishan City","3507","35"
"350783","建瓯市","Jianou City","3507","35"
"350802","新罗区","xinluo district","3508","35"
"350803","永定区","Yongding District","3508","35"
"350821","长汀县","Changting County","3508","35"
"350823","上杭县","Shanghang County","3508","35"
"350824","武平县","Wu Ping County","3508","35"
"350825","连城县","Liancheng County","3508","35"
"350881","漳平市","Zhangping City","3508","35"
"350902","蕉城区","Jiaocheng District","3509","35"
"350921","霞浦县","Xiapu County","3509","35"
"350922","古田县","Gutian County","3509","35"
"350923","屏南县","Pingnan County","3509","35"
"350924","寿宁县","Shouning County","3509","35"
"350925","周宁县","Zhou Ning County","3509","35"
"350926","柘荣县","Zherong County","3509","35"
"350981","福安市","Fu'an City","3509","35"
"350982","福鼎市","fuding","3509","35"
"360102","东湖区","donghu district","3601","36"
"360103","西湖区","xihu district","3601","36"
"360104","青云谱区","Qingyunpu District","3601","36"
"360105","湾里区","Wanli District","3601","36"
"360111","青山湖区","Qingshanhu District","3601","36"
"360112","新建区","New Area","3601","36"
"360121","南昌县","Nanchang County","3601","36"
"360123","安义县","Anyi County","3601","36"
"360124","进贤县","Jinxian County","3601","36"
"360202","昌江区","changjiang district","3602","36"
"360203","珠山区","Zhushan District","3602","36"
"360222","浮梁县","Fuliang County","3602","36"
"360281","乐平市","Leping","3602","36"
"360302","安源区","Anyuan District","3603","36"
"360313","湘东区","Xiangdong District","3603","36"
"360321","莲花县","Lianhua County","3603","36"
"360322","上栗县","Shangli County","3603","36"
"360323","芦溪县","Luxi County","3603","36"
"360402","濂溪区","Lian Xi District","3604","36"
"360403","浔阳区","Xunyang District","3604","36"
"360404","柴桑区","Chai sang District","3604","36"
"360423","武宁县","Wuning County","3604","36"
"360424","修水县","Xiushui County","3604","36"
"360425","永修县","Yongxiu County","3604","36"
